OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-09071750,"COLORADO RIVER ABOVE GLENWOOD SPRINGS, CO",Stream,,14010001,4556,sq mi,,,39.55887110000000,-107.2908874000000,24000,1,seconds,Interpolated from MAP.,NAD83,5760,feet,020,feet,Interpolated from topographic map.,NGVD29,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09081000,"ROARING FORK RIVER NEAR EMMA, CO",Stream,,14010004,859,sq mi,,,39.37331729000000,-107.0839367000000,25000,1,seconds,Interpolated from MAP.,NAD83,6470,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,037,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09085000,"ROARING FORK RIVER AT GLENWOOD SPRINGS, CO.",Stream,,14010004,1453,sq mi,,,39.54666667000000,-107.3308333000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,5723,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09085100,"COLORADO RIVER BELOW GLENWOOD SPRINGS, CO",Stream,,14010005,6014,sq mi,,,39.55498190000000,-107.3375540000000,,5,seconds,Interpolated from MAP.,NAD83,5700.75,feet,15,feet,Unknown.,NGVD29,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09085150,COLORADO R ABV SOUTH CANYON CR NR GLENWOOD SPGS CO,Stream,,14010005,6040,sq mi,,,39.56166667000000,-107.4066667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5640,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09087600,"COLORADO RIVER AT NEW CASTLE, CO.",Stream,,14010005,6308,sq mi,,,39.56775849000000,-107.5445001000000,24000,5,seconds,Interpolated from MAP.,NAD83,5500.00,feet,15,feet,Unknown.,NGVD29,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09090800,"COLORADO RIVER AT SILT, CO.",Stream,,14010005,,,,,39.54220279000000,-107.6461702000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09092570,"COLORADO RIVER AT RULISON, CO.",Stream,,14010005,7010,sq mi,,,39.49414529000000,-107.9389593000000,24000,5,seconds,Interpolated from MAP.,NAD83,5150,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09095300,"DRY FORK AT UPPER STATION NEAR DE BEQUE, CO.",Stream,,14010005,97.4,sq mi,97.4,sq mi,39.37473610000000,-108.3172694000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5389,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09095500,"COLORADO RIVER NEAR CAMEO, CO.",Stream,,14010005,7986,sq mi,,,39.23914630000000,-108.2661946000000,24000,1,seconds,Interpolated from MAP.,NAD83,4813.73,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09106150,"COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO",Stream,,14010005,8813,sq mi,,,39.09859226000000,-108.3550860000000,24000,5,seconds,Interpolated from MAP.,NAD83,4670,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09106500,"COLORADO RIVER AT GRAND JUNCTION, CO",Stream,,14010005,,,,,39.05442620000000,-108.5656491000000,24000,1,seconds,Interpolated from MAP.,NAD83,4540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09107000,"TAYLOR RIVER AT TAYLOR PARK, CO.",Stream,,14020001,128,sq mi,,,38.86027127000000,-106.5666966000000,24000,1,seconds,Interpolated from MAP.,NAD83,9340.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09110000,"TAYLOR RIVER AT ALMONT, CO.",Stream,,14020001,476,sq mi,,,38.66443715000000,-106.8453172000000,,5,seconds,Interpolated from MAP.,NAD83,8010.76,feet,15,feet,Unknown.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09111250,"COAL CREEK ABV MCCORMICK DTCH AT CRESTED BUTTE, CO",Stream,,14020001,20.4,sq mi,,,38.87155556000000,-106.9852972000000,24000,10,seconds,Unknown.,NAD83,8903,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09112200,"EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO",Stream,,14020001,239,sq mi,,,38.78415990000000,-106.8708736000000,24000,1,seconds,Interpolated from MAP.,NAD83,8440,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09112500,"EAST RIVER AT ALMONT, CO",Stream,,14020001,289,sq mi,289,sq mi,38.66443715000000,-106.8480950000000,24000,1,seconds,Interpolated from MAP.,NAD83,8006.29,feet,2.,feet,Level or other surveyed method.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09113980,"OHIO CREEK ABOVE MOUTH NR GUNNISON, CO",Stream,,14020002,163,sq mi,,,38.58776960000000,-106.9314320000000,25000,1,seconds,Interpolated from MAP.,NAD83,7770,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09114500,"GUNNISON RIVER NEAR GUNNISON, CO.",Stream,,14020002,1011,sq mi,,,38.54193567000000,-106.9497661000000,24000,5,seconds,Interpolated from MAP.,NAD83,7655,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09119000,"TOMICHI CREEK AT GUNNISON, CO",Stream,,14020003,1061,sq mi,1061,sq mi,38.52111110000000,-106.9409583000000,24000,.5,seconds,Interpolated from MAP.,NAD83,7628.58,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09136100,"NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO",Stream,,14020004,969,sq mi,,,38.78516667000000,-107.8334167000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5100,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09136200,"GUNNISON RIVER NEAR LAZEAR, CO.",Stream,,14020005,5241,sq mi,,,38.78303950000000,-107.8378395000000,,5,seconds,Interpolated from MAP.,NAD83,5090.00,feet,15,feet,Unknown.,NGVD29,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09144250,"GUNNISON RIVER AT DELTA, CO",Stream,,14020005,5636,sq mi,,,38.75303944000000,-108.0784030000000,24000,1,seconds,Interpolated from MAP.,NAD83,4910,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09147025,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",Stream,,14020006,265,sq mi,,,38.24055556000000,-107.7603056000000,24000,1,seconds,Interpolated from MAP.,NAD83,6650,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,091,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09147500,"UNCOMPAHGRE RIVER AT COLONA, CO",Stream,,14020006,448,sq mi,,,38.33143056000000,-107.7792250000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6320,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,091,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09149500,"UNCOMPAHGRE RIVER AT DELTA, CO",Stream,,14020006,1114,sq mi,,,38.74194444000000,-108.0804167000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4926.49,feet,2,feet,Level or other surveyed method.,NGVD29,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09150500,"ROUBIDEAU CREEK AT MOUTH, NEAR DELTA, CO",Stream,,14020005,242,sq mi,,,38.73498430000000,-108.1617399000000,,5,seconds,Interpolated from MAP.,NAD83,4864.34,feet,15,feet,Unknown.,NGVD29,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09152500,"GUNNISON RIVER NEAR GRAND JUNCTION, CO.",Stream,,14020005,7923,sq mi,,,38.98331575000000,-108.4506446000000,,1,seconds,Interpolated from MAP.,NAD83,4631.37,feet,.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09153270,"BIG SALT WASH AT FRUITA, CO.",Stream,,14010005,142,sq mi,,,39.16416667000000,-108.7502611000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,4490,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09153300,"REED WASH NEAR LOMA, CO.",Stream,,14010005,29.3,sq mi,,,39.18359170000000,-108.7873237000000,24000,5,seconds,Interpolated from MAP.,NAD83,4470.00,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09163492,"SALT CREEK NEAR MOUTH NEAR MACK, CO.",Stream,,14010005,438,sq mi,,,39.21463889000000,-108.9011667000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,4438,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09163500,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,Stream,,14010005,17849,sq mi,,,39.13276047000000,-109.0270546000000,24000,1,seconds,Interpolated from MAP.,NAD83,4325,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09169500,"DOLORES RIVER AT BEDROCK, CO",Stream,,14030002,2025,sq mi,,,38.31026750000000,-108.8853805000000,24000,5,seconds,Interpolated from MAP.,NAD83,4940,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,085,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09170800,"WEST PARADOX CREEK ABOVE BEDROCK, CO.",Stream,,14030002,53.3,sq mi,,,38.33165620000000,-108.9003810000000,,5,seconds,Interpolated from MAP.,NAD83,4995.00,feet,15,feet,Unknown.,NGVD29,US,08,085,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09171100,"DOLORES RIVER NEAR BEDROCK, CO.",Stream,,14030002,2147,sq mi,,,38.35693370000000,-108.8334347000000,,5,seconds,Interpolated from MAP.,NAD83,4910,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,085,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09237450,"YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",Stream,,14050001,206,sq mi,,,40.26426110000000,-106.8917667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7235,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09237500,"YAMPA RIVER BELOW STAGECOACH RESERVOIR, CO",Stream,,14050001,228,sq mi,,,40.28654444000000,-106.8290556000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,7068,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,107,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09239500,"YAMPA RIVER AT STEAMBOAT SPRINGS, CO",Stream,,14050001,567,sq mi,,,40.48298610000000,-106.8324306000000,24000,1,seconds,Interpolated from MAP.,NAD83,6695.47,feet,2,feet,Level or other surveyed method.,NGVD29,US,08,107,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09242500,"ELK RIVER NEAR MILNER, CO.",Stream,,14050001,448,sq mi,,,40.51469750000000,-106.9539407000000,,5,seconds,Interpolated from MAP.,NAD83,6590,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09244490,"YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO",Stream,,14050001,1575,sq mi,,,40.51793056000000,-107.3989444000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6240,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,107,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09247600,"YAMPA RIVER BELOW CRAIG, CO.",Stream,,14050001,2128,sq mi,,,40.48080479000000,-107.6142338000000,,1,seconds,Interpolated from MAP.,NAD83,6100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,081,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09251000,"YAMPA RIVER NEAR MAYBELL, CO",Stream,,14050002,3383,sq mi,,,40.50274666000000,-108.0334152000000,24000,5,seconds,Interpolated from MAP.,NAD83,5900.23,feet,15,feet,Level or other surveyed method.,NGVD29,US,08,081,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09260000,"LITTLE SNAKE RIVER NEAR LILY, CO",Stream,,14050003,4034,sq mi,,,40.54901667000000,-108.4243222000000,24000,.5,seconds,Interpolated from MAP.,NAD83,5685,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,081,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09260050,"YAMPA RIVER AT DEERLODGE PARK, CO",Stream,,14050002,7931,sq mi,,,40.45163387000000,-108.5251010000000,24000,5,seconds,Interpolated from MAP.,NAD83,5600,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,081,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09303000,"NORTH FORK WHITE RIVER AT BUFORD, CO",Stream,,14050005,259,sq mi,,,39.98747720000000,-107.6145076000000,,5,seconds,Interpolated from MAP.,NAD83,7010.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09304000,"SOUTH FORK WHITE RIVER AT BUFORD, CO.",Stream,,14050005,177,sq mi,,,39.97442169000000,-107.6253412000000,,5,seconds,Interpolated from MAP.,NAD83,6970.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09304200,"WHITE RIVER ABOVE COAL CREEK NEAR MEEKER, CO",Stream,,14050005,648,sq mi,,,40.00497428000000,-107.8253486000000,24000,5,seconds,Interpolated from MAP.,NAD83,6400,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09304800,"WHITE RIVER BELOW MEEKER, CO",Stream,,14050005,1042,sq mi,,,40.02258330000000,-108.1199444000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,5900,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306200,"PICEANCE CREEK BL RYAN GULCH, NR RIO BLANCO, CO.",Stream,,14050006,506,sq mi,,,39.92108330000000,-108.2975876000000,,5,seconds,Interpolated from MAP.,NAD83,6070.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306222,"PICEANCE CREEK AT WHITE RIVER, CO",Stream,,14050006,652,sq mi,,,40.07802640000000,-108.2364753000000,24000,1,seconds,Interpolated from MAP.,NAD83,5730,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306242,"CORRAL GULCH NEAR RANGELY, CO",Stream,,14050006,31.8,sq mi,,,39.92025020000000,-108.4728719000000,,1,seconds,Interpolated from MAP.,NAD83,6580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306255,"YELLOW CREEK NEAR WHITE RIVER, CO.",Stream,,14050006,262,sq mi,,,40.16858130000000,-108.4012046000000,,5,seconds,Interpolated from MAP.,NAD83,5535.00,feet,15,feet,Unknown.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306290,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",Stream,,14050007,2530,sq mi,,,40.17969335000000,-108.5653775000000,,1,seconds,Interpolated from MAP.,NAD83,5395,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09306305,"WHITE RIVER BL.TAYLOR DRAW RES., ABV. RANGELY CO.",Stream,,14050007,2776,sq mi,,,40.10330967000000,-108.7162156000000,24000,1,seconds,Interpolated from MAP.,NAD83,5260,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,103,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09352900,"VALLECITO CREEK NEAR BAYFIELD, CO.",Stream,,14080101,72.5,sq mi,,,37.47750126000000,-107.5436688000000,,1,minutes,Interpolated from MAP.,NAD83,7906.08,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09359020,"ANIMAS RIVER BELOW SILVERTON, CO",Stream,,14080104,146,sq mi,,,37.78833330000000,-107.6682222000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,9199,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,111,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09362520,"ANIMAS RIVER BLW DURANGO PUMP PLANT NR DURANGO, CO",Stream,,14080104,775,sq mi,,,37.24926389000000,-107.8725833000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,6437.40,feet,.10,feet,Level or other surveyed method.,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09363070,"HIGHWAY SPRING NEAR LOMA LINDA, CO",Spring,,14080104,,,,,37.18861450000000,-107.7542293000000,24000,1,seconds,Interpolated from MAP.,NAD83,6670,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,067,Colorado Plateaus aquifers,,Animas Formation (Paleocene-Upper Cretaceous),Unconfined multiple aquifer,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09363100,"SALT CREEK NEAR OXFORD, CO.",Stream,,14080104,17.7,sq mi,,,37.13972537000000,-107.7533959000000,,5,seconds,Interpolated from MAP.,NAD83,6470.00,feet,15,feet,Unknown.,NGVD29,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09371492,"MUD CREEK AT STATE HIGHWAY 32, NEAR CORTEZ, CO.",Stream,,14080202,34.5,sq mi,,,37.31277160000000,-108.6612067000000,,1,seconds,Interpolated from MAP.,NAD83,5765.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,08,083,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09371520,"MCELMO CREEK ABOVE TRAIL CANYON NEAR CORTEZ, CO",Stream,,14080202,234,sq mi,,,37.32666010000000,-108.7006527000000,24000,1,seconds,Interpolated from MAP.,NAD83,5690,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,083,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-09372000,MCELMO CREEK NEAR COLORADO-UTAH STATE LINE,Stream,,14080202,345,sq mi,,,37.32415968000000,-109.0156660000000,,5,seconds,Interpolated from MAP.,NAD83,4890.00,feet,15,feet,Unknown.,NGVD29,US,08,083,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370343107520401,"FLORIDA RIVER NEAR RIVERS END LANE AT BONDAD, CO",Stream,,14080104,,,,,37.06206389000000,-107.8679111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6023,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370410107523210,ANIMAS RIVER DISCRETE SAMPLE 10,Stream,,14080104,,,,,37.05185556000000,-107.8767083000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5993,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370605107511401,"FLORIDA RIVER AT THOROUGHBRED ROAD AT LA POSTA, CO",Stream,,14080104,,,,,37.10126944000000,-107.8539556000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6141,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370620107533410,ANIMAS RIVER DISCRETE SAMPLE 09,Stream,,14080104,,,,,37.09838889000000,-107.8836306000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6082,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370743107471201,"FLORIDA RIVER BELOW SALT CREEK NEAR OXFORD, CO",Stream,,14080104,,,,,37.12855830000000,-107.7865694000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6361,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370749107471000,NB03300902DAD SALT CREEK,Stream,,14080104,,,,,37.13028068000000,-107.7867302000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370750107471101,"FLORIDA RIVER ABOVE SALT CREEK NEAR OXFORD, CO",Stream,,14080104,,,,,37.13043330000000,-107.7864250000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6363,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370754107473100,NB03300902DBA PINE CREEK,Stream,,14080104,,,,,37.13166954000000,-107.7925636000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-370847107531410,ANIMAS RIVER DISCRETE SAMPLE 08,Stream,,14080104,,,,,37.14078056000000,-107.8918500000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6159,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-371018107430800,NB03400821DCA SALT CREEK OXFORD,Stream,,14080104,,,,,37.17167010000000,-107.7195057000000,,5,seconds,Interpolated from MAP.,NAD83,6595.00,feet,15,feet,Unknown.,NGVD29,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-371019107451801,"FLORIDA RIVER BELOW CO-172 AT OXFORD, CO",Stream,,14080104,,,,,37.17189720000000,-107.7551000000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6523,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-371058107524210,ANIMAS RIVER DISCRETE SAMPLE 07,Stream,,14080104,,,,,37.18346944000000,-107.8790194000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6240,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-371155107421801,"SALT CREEK AT LA PLATA CR 510 NEAR OXFORD, CO",Stream,,14080104,,,,,37.19851944000000,-107.7050361000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6805,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-371206107504510,ANIMAS RIVER DISCRETE SAMPLE 06,Stream,,14080104,,,,,37.20170000000000,-107.8459750000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6310,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,067,,,,,,,,,,NWIS
